percentage_time,cumulative_sec,self_sec,calls,self sec/call,total sec/call,name,class,function
0.0,51.33,0.0,13634.0,0.0,0.0,"void removeWeightHighFreq_SSE<(X86_VEXT)3, 4>(short*, int, short const*, int, int, int, int, int)",no_class_function,void removeWeightHighFreq_SSE
0.0,51.33,0.0,13404.0,0.0,0.0,"CABACWriter::unary_max_eqprob(unsigned int, unsigned int)",CABACWriter,unary_max_eqprob
0.0,51.33,0.0,13032.0,0.0,0.0,CABACWriter::mip_pred_modes(CodingUnit const&),CABACWriter,mip_pred_modes
0.0,51.33,0.0,12805.0,0.0,0.0,"PU::spanGeoMotionInfo(PredictionUnit&, MergeCtx&, unsigned char, unsigned char, unsigned char)",PU,spanGeoMotionInfo
0.0,51.33,0.0,12272.0,0.0,0.0,"CABACWriter::codeAlfCtuEnableFlag(CodingStructure&, unsigned int, int, AlfParam*)",CABACWriter,codeAlfCtuEnableFlag
0.0,51.33,0.0,11955.0,0.0,0.0,"CU::isSameSubPic(CodingUnit const&, CodingUnit const&)",CU,isSameSubPic
0.0,51.33,0.0,11817.0,0.0,0.0,"fastForwardDCT8_B8(int const*, int*, int, int, int, int)",no_class_function,fastForwardDCT8_B8
0.0,51.33,0.0,11691.0,0.0,0.0,"InterSearch::storeAffineMotion(Mv (*) [3], bool (*) [3], short*, EAffineModel, int)",InterSearch,storeAffineMotion
0.0,51.33,0.0,11287.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 2, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.0,51.33,0.0,11166.0,0.0,0.0,"fastForwardDCT8_B4(int const*, int*, int, int, int, int)",no_class_function,fastForwardDCT8_B4
0.0,51.33,0.0,10760.0,0.0,0.0,"CU::isSameSbtSize(unsigned char, unsigned char)",CU,isSameSbtSize
0.0,51.33,0.0,10727.0,0.0,0.0,"OutputBitstream::write(unsigned int, unsigned int)",OutputBitstream,write
0.0,51.33,0.0,10480.0,0.0,0.0,"DeblockingFilter::xSetEdgefilterMultiple(CodingUnit const&, DeblockEdgeDir, Area const&, bool, bool)",DeblockingFilter,xSetEdgefilterMultiple
0.0,51.33,0.0,10386.0,0.0,0.0,CU::traversePUs(CodingUnit&),CU,traversePUs
0.0,51.33,0.0,10219.0,0.0,0.0,"CodingStructure::copyStructure(CodingStructure const&, ChannelType, bool, bool)",CodingStructure,copyStructure
0.0,51.33,0.0,10080.0,0.0,0.0,"DecCu::xDecodeInterTU(TransformUnit&, ComponentID)",DecCu,xDecodeInterTU
0.0,51.33,0.0,9799.0,0.0,0.0,CodingStructure::getResiBuf(UnitArea const&),CodingStructure,getResiBuf
0.0,51.33,0.0,8745.0,0.0,0.0,"CABACWriter::end_of_ctu(CodingUnit const&, CUCtx&)",CABACWriter,end_of_ctu
0.0,51.33,0.0,8745.0,0.0,0.0,"CABACWriter::coding_unit(CodingUnit const&, Partitioner&, CUCtx&)",CABACWriter,coding_unit
0.0,51.33,0.0,8745.0,0.0,0.0,CU::isLastSubCUOfCtu(CodingUnit const&),CU,isLastSubCUOfCtu
0.0,51.33,0.0,7690.0,0.0,0.0,"DeriveCtx::CtxModeConsFlag(CodingStructure const&, Partitioner&)",DeriveCtx,CtxModeConsFlag
0.0,51.33,0.0,6713.0,0.0,0.0,"void invTransformCbCr<-3>(AreaBuf<short>&, AreaBuf<short>&)",no_class_function,void invTransformCbCr
0.0,51.33,0.0,6365.0,0.0,0.0,"BestEncInfoCache::setCsFrom(CodingStructure&, EncTestMode&, Partitioner const&) const",BestEncInfoCache,setCsFrom
0.0,51.33,0.0,5651.0,0.0,0.0,"DecCu::xIntraRecBlk(TransformUnit&, ComponentID)",DecCu,xIntraRecBlk
0.0,51.33,0.0,5406.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.0,51.33,0.0,5001.0,0.0,0.0,"DeblockingFilter::xEdgeFilterLuma(CodingUnit const&, DeblockEdgeDir, int)",DeblockingFilter,xEdgeFilterLuma
0.0,51.33,0.0,4720.0,0.0,0.0,"fastForwardDCT8_B16(int const*, int*, int, int, int, int)",no_class_function,fastForwardDCT8_B16
0.0,51.33,0.0,4536.0,0.0,0.0,"std::_Temporary_buffer<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo>::_Temporary_buffer(__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, __gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >)",std,"_Temporary_buffer<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo>::_Temporary_buffer"
0.0,51.33,0.0,4536.0,0.0,0.0,"void std::__merge_adaptive<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, long, GeoMergeCombo*, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >(__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, __gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, __gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, long, long, GeoMergeCombo*, long, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost>)",void std,"__merge_adaptive<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, long, GeoMergeCombo*, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >"
0.0,51.33,0.0,4536.0,0.0,0.0,"void std::__stable_sort_adaptive<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, long, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >(__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, __gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, long, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost>)",void std,"__stable_sort_adaptive<__gnu_cxx::__normal_iterator<GeoMergeCombo*, std::vector<GeoMergeCombo, std::allocator<GeoMergeCombo> > >, GeoMergeCombo*, long, __gnu_cxx::__ops::_Iter_comp_iter<SmallerThanComboCost> >"
0.0,51.33,0.0,4338.0,0.0,0.0,"EncAdaptiveLoopFilter::getFrameStat(AlfCovariance*, AlfCovariance**, unsigned char*, unsigned char*, int, int)",EncAdaptiveLoopFilter,getFrameStat
0.0,51.33,0.0,4332.0,0.0,0.0,"void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag)",void std,"vector<int, std::allocator<int> >::_M_assign_aux<int const*>"
0.0,51.33,0.0,3927.0,0.0,0.0,"EncAdaptiveLoopFilter::getUnfilteredDistortion(AlfCovariance*, int)",EncAdaptiveLoopFilter,getUnfilteredDistortion
0.0,51.33,0.0,3624.0,0.0,0.0,"PU::xInheritedAffineMv(PredictionUnit const&, PredictionUnit const*, RefPicList, Mv*)",PU,xInheritedAffineMv
0.0,51.33,0.0,3595.0,0.0,0.0,"DecCu::xIntraRecQT(CodingUnit&, ChannelType)",DecCu,xIntraRecQT
0.0,51.33,0.0,3408.0,0.0,0.0,DecCu::xDeriveCUMV(CodingUnit&),DecCu,xDeriveCUMV
0.0,51.33,0.0,3408.0,0.0,0.0,DecCu::xReconInter(CodingUnit&),DecCu,xReconInter
0.0,51.33,0.0,3408.0,0.0,0.0,DecCu::xDecodeInterTexture(CodingUnit&),DecCu,xDecodeInterTexture
0.0,51.33,0.0,3312.0,0.0,0.0,"InterPrediction::motionCompensation(CodingUnit&, RefPicList const&, bool, bool)",InterPrediction,motionCompensation
0.0,51.33,0.0,3312.0,0.0,0.0,IntraPrediction::geneIntrainterPred(CodingUnit const&),IntraPrediction,geneIntrainterPred
0.0,51.33,0.0,3103.0,0.0,0.0,PelStorage::destroy(),PelStorage,destroy
0.0,51.33,0.0,3045.0,0.0,0.0,BinEncoderBase::writeOut(),BinEncoderBase,writeOut
0.0,51.33,0.0,2957.0,0.0,0.0,DecCu::xReconIntraQT(CodingUnit&),DecCu,xReconIntraQT
0.0,51.33,0.0,2674.0,0.0,0.0,"DeblockingFilter::xSetMaxFilterLengthPQFromTransformSizes(DeblockEdgeDir, CodingUnit const&, TransformUnit const&, int)",DeblockingFilter,xSetMaxFilterLengthPQFromTransformSizes
0.0,51.33,0.0,2587.0,0.0,0.0,"CodingStructure::clearCuPuTuIdxMap(UnitArea const&, unsigned int, unsigned int, unsigned int, unsigned int*)",CodingStructure,clearCuPuTuIdxMap
0.0,51.33,0.0,2587.0,0.0,0.0,Picture::getResiBuf(UnitArea const&),Picture,getResiBuf
0.0,51.33,0.0,2587.0,0.0,0.0,CodingStructure::getResiBuf(UnitArea const&) const,CodingStructure,getResiBuf
0.0,51.33,0.0,2404.0,0.0,0.0,"UnitBuf<short>::reconstruct(UnitBuf<short const> const&, UnitBuf<short const> const&, ClpRngs const&)",UnitBuf<short>,reconstruct
0.0,51.33,0.0,2380.0,0.0,0.0,"DeblockingFilter::xDeblockCU(CodingUnit&, DeblockEdgeDir)",DeblockingFilter,xDeblockCU
0.0,51.33,0.0,2380.0,0.0,0.0,DeblockingFilter::xSetDeblockingFilterParam(CodingUnit const&),DeblockingFilter,xSetDeblockingFilterParam
0.0,51.33,0.0,2380.0,0.0,0.0,"DeblockingFilter::xSetMaxFilterLengthPQForCodingSubBlocks(DeblockEdgeDir, CodingUnit const&, PredictionUnit const&, bool const&, int const&, Area const&)",DeblockingFilter,xSetMaxFilterLengthPQForCodingSubBlocks
0.0,51.33,0.0,2304.0,0.0,0.0,"Quant::xSetFlatScalingList(unsigned int, unsigned int, unsigned int, int)",Quant,xSetFlatScalingList
0.0,51.33,0.0,2174.0,0.0,0.0,AlfParam::reset(),AlfParam,reset
0.0,51.33,0.0,2142.0,0.0,0.0,"EncAdaptiveLoopFilter::getChromaCoeffRate(AlfParam&, int)",EncAdaptiveLoopFilter,getChromaCoeffRate
0.0,51.33,0.0,1941.0,0.0,0.0,"DeblockingFilter::xEdgeFilterChroma(CodingUnit const&, DeblockEdgeDir, int)",DeblockingFilter,xEdgeFilterChroma
0.0,51.33,0.0,1716.0,0.0,0.0,"CU::getModeTypeAtDepth(CodingUnit const&, unsigned int)",CU,getModeTypeAtDepth
0.0,51.33,0.0,1655.0,0.0,0.0,"df::program_options_lite::parseConfigFile(df::program_options_lite::Options&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,program_options_lite::parseConfigFile
0.0,51.33,0.0,1601.0,0.0,0.0,df::program_options_lite::Options::addOption(df::program_options_lite::OptionBase*),df,program_options_lite::Options::addOption
0.0,51.33,0.0,1598.0,0.0,0.0,EncCfg::setNumSubPics(unsigned int),EncCfg,setNumSubPics
0.0,51.33,0.0,1593.0,0.0,0.0,PelStorage::~PelStorage(),PelStorage,~PelStorage
0.0,51.33,0.0,1581.0,0.0,0.0,PelStorage::PelStorage(),PelStorage,PelStorage
0.0,51.33,0.0,1497.0,0.0,0.0,ReferencePictureList::getRefPicIdentifier(int) const,ReferencePictureList,getRefPicIdentifier
0.0,51.33,0.0,1433.0,0.0,0.0,"PelStorage::create(ChromaFormat const&, Area const&, unsigned int, unsigned int, unsigned int, bool)",PelStorage,create
0.0,51.33,0.0,1286.0,0.0,0.0,ReferencePictureList::isRefPicLongterm(int) const,ReferencePictureList,isRefPicLongterm
0.0,51.33,0.0,1186.0,0.0,0.0,PelStorage::create(UnitArea const&),PelStorage,create
0.0,51.33,0.0,1177.0,0.0,0.0,"fastInverseDCT8_B4(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDCT8_B4
0.0,51.33,0.0,1136.0,0.0,0.0,"CABACWriter::codeAlfCtuFilterIndex(CodingStructure&, unsigned int, bool)",CABACWriter,codeAlfCtuFilterIndex
0.0,51.33,0.0,1125.0,0.0,0.0,"BinEncoderBase::encodeBinsEP(unsigned int, unsigned int)",BinEncoderBase,encodeBinsEP
0.0,51.33,0.0,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::getDistForce0(AlfFilterShape&, int, double (*) [2], bool*)",EncAdaptiveLoopFilter,getDistForce0
0.0,51.33,0.0,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::getCostFilterCoeff(AlfFilterShape&, int**, int)",EncAdaptiveLoopFilter,getCostFilterCoeff
0.0,51.33,0.0,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::lengthFilterCoeffs(AlfFilterShape&, int, int**)",EncAdaptiveLoopFilter,lengthFilterCoeffs
0.0,51.33,0.0,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::getCostFilterCoeffForce0(AlfFilterShape&, int**, int, bool*)",EncAdaptiveLoopFilter,getCostFilterCoeffForce0
0.0,51.33,0.0,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::deriveFilterCoefficientsPredictionMode(AlfFilterShape&, int**, int**, int)",EncAdaptiveLoopFilter,deriveFilterCoefficientsPredictionMode
0.0,51.33,0.0,1092.0,0.0,0.0,SAOOffset::reset(),SAOOffset,reset
0.0,51.33,0.0,944.0,0.0,0.0,"CABACWriter::codeAlfCtuEnableFlags(CodingStructure&, ComponentID, AlfParam*)",CABACWriter,codeAlfCtuEnableFlags
0.0,51.33,0.0,904.0,0.0,0.0,"CABACWriter::codeAlfCtuAlternatives(CodingStructure&, ComponentID, AlfParam*)",CABACWriter,codeAlfCtuAlternatives
0.0,51.33,0.0,852.0,0.0,0.0,"DeblockingFilter::xFilteringPandQ(short*, int, int, int, int) const",DeblockingFilter,xFilteringPandQ
0.0,51.33,0.0,746.0,0.0,0.0,BinEncoderBase::isEncoding(),BinEncoderBase,isEncoding
0.0,51.33,0.0,707.0,0.0,0.0,BinEncoderBase::encodeBinEP(unsigned int),BinEncoderBase,encodeBinEP
0.0,51.33,0.0,695.0,0.0,0.0,ReferencePictureList::getNumberOfActivePictures() const,ReferencePictureList,getNumberOfActivePictures
0.0,51.33,0.0,692.0,0.0,0.0,"EncAdaptiveLoopFilter::setEnableFlag(AlfParam&, ChannelType, bool)",EncAdaptiveLoopFilter,setEnableFlag
0.0,51.33,0.0,681.0,0.0,0.0,"fastInverseDCT8_B8(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDCT8_B8
0.0,51.33,0.0,581.0,0.0,0.0,df::program_options_lite::Options::addOptions(),df,program_options_lite::Options::addOptions
0.0,51.33,0.0,571.0,0.0,0.0,VLCWriter::xWriteFlag(unsigned int),VLCWriter,xWriteFlag
0.0,51.33,0.0,546.0,0.0,0.0,"EncAdaptiveLoopFilter::getCostFilterClipp(AlfFilterShape&, int**, int)",EncAdaptiveLoopFilter,getCostFilterClipp
0.0,51.33,0.0,540.0,0.0,0.0,df::program_options_lite::Option<int>::setDefault(),df,program_options_lite::Option<int>::setDefault
0.0,51.33,0.0,540.0,0.0,0.0,df::program_options_lite::Option<int>::~Option(),df,program_options_lite::Option<int>::~Option
0.0,51.33,0.0,522.0,0.0,0.0,SAOOffset::SAOOffset(),SAOOffset,SAOOffset
0.0,51.33,0.0,522.0,0.0,0.0,SAOOffset::~SAOOffset(),SAOOffset,~SAOOffset
0.0,51.33,0.0,505.0,0.0,0.0,"EncAdaptiveLoopFilter::getFrameStats(ChannelType, int)",EncAdaptiveLoopFilter,getFrameStats
0.0,51.33,0.0,494.0,0.0,0.0,"AdaptiveLoopFilter::reconstructCoeff(AlfParam&, ChannelType, bool, bool)",AdaptiveLoopFilter,reconstructCoeff
0.0,51.33,0.0,494.0,0.0,0.01,"EncAdaptiveLoopFilter::getFilterCoeffAndCost(CodingStructure&, double, ChannelType, bool, int, int&, bool)",EncAdaptiveLoopFilter,getFilterCoeffAndCost
0.0,51.33,0.0,492.0,0.0,0.0,"CABACWriter::codeAlfCtuEnableFlags(CodingStructure&, ChannelType, AlfParam*)",CABACWriter,codeAlfCtuEnableFlags
0.0,51.33,0.0,492.0,0.0,0.0,"CABACWriter::codeAlfCtuAlternatives(CodingStructure&, ChannelType, AlfParam*)",CABACWriter,codeAlfCtuAlternatives
0.0,51.33,0.0,492.0,0.0,0.0,"EncAdaptiveLoopFilter::deriveCtbAlfEnableFlags(CodingStructure&, int, ChannelType, double, int, int, double&)",EncAdaptiveLoopFilter,deriveCtbAlfEnableFlags
0.0,51.33,0.0,452.0,0.0,0.0,"EncAdaptiveLoopFilter::setEnableFlag(AlfParam&, ChannelType, unsigned char**)",EncAdaptiveLoopFilter,setEnableFlag
0.0,51.33,0.0,438.0,0.0,0.0,"InterSearch::xDetermineBestMvp(PredictionUnit&, Mv*, int&, AffineAMVPInfo const&)",InterSearch,xDetermineBestMvp
0.0,51.33,0.0,424.0,0.0,0.0,VLCWriter::xWriteUvlc(unsigned int),VLCWriter,xWriteUvlc
0.0,51.33,0.0,394.0,0.0,0.0,ReferencePictureList::getNumberOfLongtermPictures() const,ReferencePictureList,getNumberOfLongtermPictures
0.0,51.33,0.0,386.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.0,51.33,0.0,380.0,0.0,0.0,"void std::vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_realloc_insert<CodingUnit* const&>(__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, CodingUnit* const&)",void std,"vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_realloc_insert<CodingUnit* const&>"
0.0,51.33,0.0,380.0,0.0,0.0,"void std::vector<PredictionUnit*, std::allocator<PredictionUnit*> >::_M_realloc_insert<PredictionUnit* const&>(__gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > >, PredictionUnit* const&)",void std,"vector<PredictionUnit*, std::allocator<PredictionUnit*> >::_M_realloc_insert<PredictionUnit* const&>"
0.0,51.33,0.0,368.0,0.0,0.0,ReferencePictureList::getNumberOfShorttermPictures() const,ReferencePictureList,getNumberOfShorttermPictures
0.0,51.33,0.0,364.0,0.0,0.0,"df::program_options_lite::CfgStreamParser::scanLine(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)",df,program_options_lite::CfgStreamParser::scanLine
0.0,51.33,0.0,319.0,0.0,0.0,df::program_options_lite::Option<bool>::setDefault(),df,program_options_lite::Option<bool>::setDefault
0.0,51.33,0.0,319.0,0.0,0.0,df::program_options_lite::Option<bool>::~Option(),df,program_options_lite::Option<bool>::~Option
0.0,51.33,0.0,316.0,0.0,0.0,"fastInverseDCT8_B16(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDCT8_B16
0.0,51.33,0.0,310.0,0.0,0.0,"BinEncoderBase::encodeRemAbsEP(unsigned int, unsigned int, unsigned int, int)",BinEncoderBase,encodeRemAbsEP
0.0,51.33,0.0,310.0,0.0,0.0,CodingStructure::destroyCoeffs(),CodingStructure,destroyCoeffs
0.0,51.33,0.0,304.0,0.0,0.0,"df::program_options_lite::OptionWriter::storePair(bool, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)",df,program_options_lite::OptionWriter::storePair
0.0,51.33,0.0,304.0,0.0,0.0,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)",std,"_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::find"
0.0,51.33,0.0,301.0,0.0,0.0,"CodingStructure::CodingStructure(dynamic_cache<CodingUnit>&, dynamic_cache<PredictionUnit>&, dynamic_cache<TransformUnit>&)",CodingStructure,CodingStructure
0.0,51.33,0.0,300.0,0.0,0.0,"void simdDeriveClassificationBlk<(X86_VEXT)3>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int)",no_class_function,void simdDeriveClassificationBlk
0.0,51.33,0.0,300.0,0.0,0.0,CodingStructure::createCoeffs(bool),CodingStructure,createCoeffs
0.0,51.33,0.0,300.0,0.0,0.0,"CodingStructure::createInternals(UnitArea const&, bool, bool)",CodingStructure,createInternals
0.0,51.33,0.0,300.0,0.0,0.0,CodingStructure::destroy(),CodingStructure,destroy
0.0,51.33,0.0,300.0,0.0,0.0,"void std::vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > > >(__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, __gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, __gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > >, std::forward_iterator_tag)",void std,"vector<CodingUnit*, std::allocator<CodingUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<CodingUnit**, std::vector<CodingUnit*, std::allocator<CodingUnit*> > > >"
0.0,51.33,0.0,300.0,0.0,0.0,"void std::vector<TransformUnit*, std::allocator<TransformUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > > >(__gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > >, __gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > >, __gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > >, std::forward_iterator_tag)",void std,"vector<TransformUnit*, std::allocator<TransformUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > > >"
0.0,51.33,0.0,300.0,0.0,0.0,"void std::vector<PredictionUnit*, std::allocator<PredictionUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > > >(__gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > >, __gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > >, __gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > >, std::forward_iterator_tag)",void std,"vector<PredictionUnit*, std::allocator<PredictionUnit*> >::_M_range_insert<__gnu_cxx::__normal_iterator<PredictionUnit**, std::vector<PredictionUnit*, std::allocator<PredictionUnit*> > > >"
0.0,51.33,0.0,298.0,0.0,0.0,"CodingStructure::create(ChromaFormat const&, Area const&, bool, bool)",CodingStructure,create
0.0,51.33,0.0,273.0,0.0,0.0,CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&),CtxStore<BinProbModel_Std>,copyFrom
0.0,51.33,0.0,259.0,0.0,0.0,"EncAdaptiveLoopFilter::setCtuEnableFlag(unsigned char**, ChannelType, unsigned char)",EncAdaptiveLoopFilter,setCtuEnableFlag
0.0,51.33,0.0,257.0,0.0,0.0,df::program_options_lite::Option<Level::Name>::setDefault(),df,program_options_lite::Option<Level::Name>::setDefault
0.0,51.33,0.0,257.0,0.0,0.0,df::program_options_lite::Option<Level::Name>::~Option(),df,program_options_lite::Option<Level::Name>::~Option
0.0,51.33,0.0,256.0,0.0,0.0,"CABACWriter::sao_offset_pars(SAOOffset const&, ComponentID, bool, int)",CABACWriter,sao_offset_pars
0.0,51.33,0.0,251.0,0.0,0.0,"df::program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator()<bool>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool&, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.458]",df,program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator
0.0,51.33,0.0,229.0,0.0,0.0,"ReferencePictureList::setRefPicIdentifier(int, int, bool, bool, int)",ReferencePictureList,setRefPicIdentifier
0.0,51.33,0.0,208.0,0.0,0.0,"df::program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~Option()",df,"program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~Option"
0.0,51.33,0.0,208.0,0.0,0.0,"AlfCovariance::calcErrorForCcAlfCoeffs(short const*, int, int) const",AlfCovariance,calcErrorForCcAlfCoeffs
0.0,51.33,0.0,207.0,0.0,0.0,"df::program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::setDefault()",df,"program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::setDefault"
0.0,51.33,0.0,204.0,0.0,0.0,"InterSearch::xReadBufferedAffineUniMv(PredictionUnit&, RefPicList, int, Mv*, Mv*, bool*, unsigned int&, unsigned long&, int&, AffineAMVPInfo const&)",InterSearch,xReadBufferedAffineUniMv
0.0,51.33,0.0,190.0,0.0,0.0,SAOBlkParam::reset(),SAOBlkParam,reset
0.0,51.33,0.0,178.0,0.0,0.0,"EncSampleAdaptiveOffset::getDistortion(int, int, int, int*, SAOStatData&)",EncSampleAdaptiveOffset,getDistortion
0.0,51.33,0.0,173.0,0.0,0.0,SAOOffset::operator=(SAOOffset const&),SAOOffset,operator=
0.0,51.33,0.0,171.0,0.0,0.0,"std::_Deque_iterator<Slice*, Slice*&, Slice**>::operator+(long) const",std,"_Deque_iterator<Slice*, Slice*&, Slice**>::operator+"
